,종목명,현재가,전일비,등락률,액면가,거래량,상장주식수,시가총액,외국인비율,PER,ROE
1284,삼성 레버리지 코스피200 선물 ETN,"27,790",535,+1.96%,0,262,"1,000",278,0.00,N/A,N/A
1285,KODEX 탄소효율그린뉴딜,"8,670",80,+0.93%,0,"1,121","3,200",277,0.00,N/A,N/A
1286,신한 레버리지 코스피 200 선물 ETN,"27,705",480,+1.76%,0,14,"1,000",277,0.00,N/A,N/A
1287,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),"27,600",0,0.00%,0,0,"1,000",276,0.00,N/A,N/A
1288,KODEX 글로벌로봇(합성),"17,690",125,+0.71%,0,"14,751","1,560",276,0.02,N/A,N/A
1289,미래에셋 인버스 2X 코스피200 선물 ETN,"13,795",270,-1.92%,0,"2,167","2,000",276,0.00,N/A,N/A
1290,QV 블룸버그 -2X 천연가스 선물 ETN(H),"54,885","2,855",+5.49%,0,98,500,274,0.00,N/A,N/A
1291,TIGER 삼성그룹펀더멘털,"11,500",100,+0.88%,0,"23,871","2,380",274,0.23,N/A,N/A
1292,TIGER 차이나항셍테크레버리지(합성 H),"8,020",485,+6.44%,0,"180,479","3,400",273,0.33,N/A,N/A
1293,KBSTAR 내수주플러스,"7,695",70,+0.92%,0,"7,525","3,520",271,0.00,N/A,N/A
1294,미래에셋 원유선물혼합 ETN(H),"27,010",320,+1.20%,0,12,"1,000",270,0.00,N/A,N/A
1295,세방우,"7,290",30,+0.41%,500,"2,617","3,689",269,14.53,1.76,N/A
1296,KODEX 차이나A50,"17,785",85,+0.48%,0,888,"1,500",267,0.00,N/A,N/A
1297,미래에셋 에너지화학 Core5 ETN,"13,305",0,0.00%,0,0,"2,000",266,0.00,N/A,N/A
1298,TIGER Fn신재생에너지,"10,810",235,+2.22%,0,"41,171","2,450",265,0.00,N/A,N/A
1299,SOL 코스닥150,"13,630",230,+1.72%,0,61,"1,940",264,0.00,N/A,N/A
1300,ACE 미국달러SOFR금리(합성),"9,745",85,-0.86%,0,"12,460","2,710",264,0.01,N/A,N/A
1301,신한 은 선물 ETN(H),"13,120",540,+4.29%,0,"1,296","2,000",262,0.00,N/A,N/A
1302,신한 레버리지 미국달러 선물 ETN,"13,050",290,-2.17%,0,730,"2,000",261,0.00,N/A,N/A
1303,KODEX 미국S&P500에너지(합성),"12,500",30,-0.24%,0,"14,915","2,084",260,0.15,N/A,N/A
1304,KODEX 미디어&엔터테인먼트,"12,995",70,+0.54%,0,"18,311","2,000",260,0.11,N/A,N/A
1305,KOSEF 국고채3년,"108,120",390,+0.36%,0,104,240,259,0.00,N/A,N/A
1306,TIGER 탄소효율그린뉴딜,"8,615",65,+0.76%,0,"5,247","3,000",258,0.10,N/A,N/A
1307,KBSTAR 글로벌4차산업IT(합성 H),"22,320",380,+1.73%,0,492,"1,150",257,0.00,N/A,N/A
1308,신한 브렌트원유 선물 ETN(H),"12,800",130,+1.03%,0,53,"2,000",256,0.00,N/A,N/A
1309,메리츠 미국채10년 ETN(H),"8,415",60,+0.72%,0,"1,792","3,000",252,0.00,N/A,N/A
1310,SOL 글로벌탄소배출권선물IHS(합성),"12,615",95,-0.75%,0,"3,727","2,000",252,0.39,N/A,N/A
1311,KODEX S&P글로벌인프라(합성),"13,995",35,+0.25%,0,"5,806","1,796",251,0.00,N/A,N/A
1312,KODEX 고배당,"8,660",15,+0.17%,0,"7,223","2,900",251,0.00,N/A,N/A
1313,KBSTAR 200선물인버스2X,"2,480",45,-1.78%,0,"60,484","10,100",250,2.71,N/A,N/A
1314,대덕전자1우,"11,940",510,+4.46%,500,"36,360","2,096",250,1.02,3.87,N/A
1315,TIGER KRX기후변화솔루션,"13,135",180,+1.39%,0,931,"1,900",250,0.00,N/A,N/A
1316,TIGER 글로벌멀티에셋TIF액티브,"9,410",10,-0.11%,0,"5,822","2,650",249,0.00,N/A,N/A
1317,WOORI 대한민국국고채액티브,"50,765",275,+0.54%,0,116,488,248,0.00,N/A,N/A
1318,SOL 미국S&P500ESG,"11,255",35,-0.31%,0,"14,351","2,200",248,0.09,N/A,N/A
1319,녹십자홀딩스2우,"28,900",250,+0.87%,500,510,846,244,0.06,157.07,N/A
1320,ACE 국고채3년,"101,810",460,+0.45%,0,41,240,244,0.01,N/A,N/A
1321,ACE ESG액티브,"7,540",25,-0.33%,0,162,"3,200",241,0.00,N/A,N/A
1322,KODEX 미국러셀2000(H),"12,255",120,+0.99%,0,"6,143","1,950",239,0.27,N/A,N/A
1323,하이트론,"2,470",0,0.00%,500,0,"9,611",237,0.68,-3.08,-45.71
1324,대신 S&P 2X 천연가스 선물 ETN B,"23,690","1,700",-6.70%,0,"5,127","1,000",237,0.00,N/A,N/A
1325,KBSTAR 국고채3년,"107,660",335,+0.31%,0,83,220,237,0.00,N/A,N/A
1326,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,"11,760",340,+2.98%,0,"2,394","2,000",235,0.00,N/A,N/A
1327,TIGER KRX2차전지K-뉴딜레버리지,"10,630",300,+2.90%,0,"65,212","2,200",234,1.18,N/A,N/A
1328,TRUE 레버리지 금 선물 ETN,"23,360",315,+1.37%,0,273,"1,000",234,0.00,N/A,N/A
1329,메리츠 레버리지 인플레이션 국채 ETN,"11,610",205,+1.80%,0,2,"2,000",232,0.00,N/A,N/A
1330,코아스,750,2,+0.27%,500,"130,382","30,907",232,1.44,-12.30,-10.57
1331,KBSTAR 중장기국공채액티브,"100,945",465,+0.46%,0,4,229,231,0.00,N/A,N/A
1332,한화투자증권우,"4,815",30,+0.63%,"5,000","2,384","4,800",231,0.52,-18.59,N/A
1333,KODEX 미국S&P500(H),"10,860",85,+0.79%,0,"16,438","2,100",228,0.61,N/A,N/A
1334,TIGER 미국달러선물인버스2X,"7,125",125,+1.79%,0,"35,743","3,200",228,0.00,N/A,N/A
1335,KODEX TRF5050,"12,635",45,-0.35%,0,"4,485","1,800",227,0.00,N/A,N/A
1336,TIGER 구리실물,"9,635",160,-1.63%,0,"44,730","2,350",226,0.00,N/A,N/A
1337,TIGER 미국나스닥100TR채권혼합Fn,"11,030",45,+0.41%,0,"16,149","2,050",226,0.00,N/A,N/A
1338,KODEX 삼성전자채권혼합Wise,"10,760",35,+0.33%,0,"41,194","2,100",226,0.20,N/A,N/A
1339,KODEX TRF7030,"13,970",20,-0.14%,0,"13,021","1,600",224,0.00,N/A,N/A
1340,ARIRANG 미국단기우량회사채,"106,260","1,360",-1.26%,0,104,210,223,0.00,N/A,N/A
1341,TIGER 코스피고배당,"13,040",15,+0.12%,0,"5,161","1,710",223,0.00,N/A,N/A
1342,KODEX 미국나스닥100선물인버스(H),"9,895",135,-1.35%,0,"288,433","2,250",223,2.28,N/A,N/A
1343,대신 레버리지 KRX 금현물 ETN,"22,200",0,0.00%,0,0,"1,000",222,0.00,N/A,N/A
1344,ACE 코스닥150,"13,870",255,+1.87%,0,"1,600","1,600",222,0.00,N/A,N/A
1345,메리츠 인플레이션 국채 ETN,"11,055",85,+0.77%,0,2,"2,000",221,0.00,N/A,N/A
1346,미래에셋 인버스 코스피200 선물 ETN,"11,045",180,-1.60%,0,151,"2,000",221,0.00,N/A,N/A
1347,신한 인버스 코스피 200 선물 ETN,"11,040",180,-1.60%,0,11,"2,000",221,0.00,N/A,N/A
1348,KODEX 게임산업,"7,355",225,+3.16%,0,"488,803","3,000",221,0.10,N/A,N/A
1349,TIGER 코스닥150선물인버스,"3,940",70,-1.75%,0,"798,999","5,600",221,1.69,N/A,N/A
1350,TIGER TSMC밸류체인FACTSET,"10,740",110,+1.03%,0,"7,404","2,000",215,10.41,N/A,N/A
1351,신한 인버스 2X 코스닥 150 선물 ETN,"8,575",325,-3.65%,0,"173,822","2,500",214,0.00,N/A,N/A
1352,TRUE 인버스 2X 구리 선물 ETN,"21,405","1,155",-5.12%,0,420,"1,000",214,0.00,N/A,N/A
1353,메리츠 인버스 천연가스 선물 ETN(H),"21,245",615,+2.98%,0,71,"1,000",212,0.00,N/A,N/A
1354,ACE 엔비디아채권혼합블룸버그,"14,115",125,+0.89%,0,"27,193","1,500",212,0.00,N/A,N/A
1355,KODEX 코스피대형주,"12,415",95,+0.77%,0,403,"1,700",211,0.00,N/A,N/A
1356,KODEX 배당성장채권혼합,"11,700",40,+0.34%,0,"6,333","1,800",211,0.00,N/A,N/A
1357,신한 다우존스지수 선물 ETN(H),"21,030",0,0.00%,0,0,"1,000",210,0.00,N/A,N/A
1358,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),"21,025",435,-2.03%,0,"2,966","1,000",210,0.00,N/A,N/A
1359,미래에셋 인버스 천연가스 선물 ETN(H),"20,905",255,+1.23%,0,1,"1,000",209,0.00,N/A,N/A
1360,메리츠 레버리지 대표 농산물 선물 ETN(H),"20,885","1,665",-7.38%,0,"1,471","1,000",209,0.00,N/A,N/A
1361,미래에셋 레버리지 옥수수 선물 ETN,"20,850","2,185",-9.49%,0,"19,225","1,000",208,0.00,N/A,N/A
1362,KBSTAR 국채선물5년추종인버스,"55,125",190,-0.34%,0,7,378,208,0.00,N/A,N/A
1363,메리츠 레버리지 금 선물 ETN(H),"20,835",370,+1.81%,0,12,"1,000",208,0.00,N/A,N/A
1364,미래에셋 -2X 미국채울트라30년 선물 ETN,"10,415",0,0.00%,0,0,"2,000",208,0.00,N/A,N/A
1365,신한 K200 USD 선물 바이셀 ETN,"10,360",175,+1.72%,0,26,"2,000",207,0.00,N/A,N/A
1366,KBSTAR 국고채3년선물인버스,"106,870",295,-0.28%,0,2,193,206,0.00,N/A,N/A
1367,메리츠 레버리지 국채30년 ETN,"5,145",80,+1.58%,0,"20,333","4,000",206,0.00,N/A,N/A
1368,키움 인버스 미국달러선물 ETN,"10,290",0,0.00%,0,0,"2,000",206,0.00,N/A,N/A
1369,삼성 레버리지 S&P500 선물 ETN,"20,525",125,+0.61%,0,"20,040","1,000",205,0.00,N/A,N/A
1370,LX하우시스우,"19,880",110,-0.55%,"5,000","3,253","1,032",205,12.00,-1.82,N/A
1371,QV 레버리지 금 선물 ETN(H),"20,495",0,0.00%,0,0,"1,000",205,0.00,N/A,N/A
1372,KBSTAR 200선물레버리지,"15,765",245,+1.58%,0,"6,139","1,300",205,0.98,N/A,N/A
1373,HANARO 코스닥150,"13,825",225,+1.65%,0,"2,334","1,480",205,0.14,N/A,N/A
1374,신한 옥수수 선물 ETN(H),"10,180",425,-4.01%,0,829,"2,000",204,0.00,N/A,N/A
1375,하나 블룸버그 2X 천연가스 선물 ETN(H) B,"20,345","1,195",-5.55%,0,"46,909","1,000",203,0.00,N/A,N/A
1376,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,"20,335","1,240",-5.75%,0,"53,645","1,000",203,0.00,N/A,N/A
1377,KBSTAR 차이나HSCEI(H),"7,775",235,+3.12%,0,"56,723","2,600",202,0.32,N/A,N/A
1378,메리츠 인버스 국채3년 ETN,"10,045",15,-0.15%,0,2,"2,000",201,0.00,N/A,N/A
1379,메리츠 KIS 통안채 1년 ETN,"50,170",0,0.00%,0,0,400,201,0.00,N/A,N/A
1380,미래에셋 코스닥150 선물 ETN,"10,015",155,+1.57%,0,535,"2,000",200,0.00,N/A,N/A
1381,미래에셋 미디어엔터 Core5 ETN,"9,980",190,+1.94%,0,8,"2,000",200,0.00,N/A,N/A
1382,신한 인버스 2X 다우존스지수 선물 ETN(H),"1,995",10,-0.50%,0,"8,684","10,000",200,0.00,N/A,N/A
1383,메리츠 인버스 2X 구리 선물 ETN(H),"19,935",690,-3.35%,0,33,"1,000",199,0.00,N/A,N/A
1384,QV 인버스 레버리지 구리 선물 ETN(H),"19,920",610,-2.97%,0,13,"1,000",199,0.00,N/A,N/A
1385,하나 인버스 2X 구리 선물 ETN(H),"19,810",610,-2.99%,0,33,"1,000",198,0.00,N/A,N/A
1386,QV 미국 IT TOP5 ETN(H),"28,210",495,+1.79%,0,809,700,197,0.00,N/A,N/A
1387,QV iSelect 글로벌 EMP ETN(H),"9,840",0,0.00%,0,0,"2,000",197,0.00,N/A,N/A
1388,TIGER 코스닥150바이오테크,"7,385",145,+2.00%,0,"114,854","2,660",196,0.15,N/A,N/A
1389,코오롱모빌리티그룹우,"7,930",70,-0.87%,500,"6,035","2,456",195,0.27,N/A,N/A
1390,QV S&P500 VIX S/T 선물 ETN D,"9,725",695,-6.67%,0,"2,349","2,000",194,0.00,N/A,N/A
1391,넥센타이어1우B,"2,970",0,0.00%,500,"6,110","6,500",193,5.27,33.00,N/A
1392,신한 FnGuide 치킨 ETN,"9,650",0,0.00%,0,0,"2,000",193,0.00,N/A,N/A
1393,KODEX 아시아반도체공급망exChina액티브,"12,865",400,+3.21%,0,"6,419","1,500",193,0.00,N/A,N/A
1394,비케이탑스,904,0,0.00%,500,0,"21,248",192,1.14,-1.09,-228.88
1395,대상우,"14,010",100,+0.72%,"1,000","2,402","1,370",192,0.92,7.50,N/A
1396,하나 레버리지 옥수수 선물 ETN(H),"19,125","1,870",-8.91%,0,"3,666","1,000",191,0.00,N/A,N/A
1397,메리츠 국채10년 ETN,"9,560",80,+0.84%,0,2,"2,000",191,0.00,N/A,N/A
1398,TIGER MKF배당귀족,"11,245",35,+0.31%,0,"2,802","1,700",191,0.00,N/A,N/A
1399,TRUE 인버스 2X 금 선물 ETN,"19,035",660,-3.35%,0,93,"1,000",190,0.00,N/A,N/A
1400,삼성 인버스 2X S&P500 선물 ETN,"19,015",575,-2.94%,0,"20,018","1,000",190,0.00,N/A,N/A
1401,신한 코스닥 150 ETN,"9,465",50,+0.53%,0,4,"2,000",189,0.00,N/A,N/A
1402,솔루스첨단소재2우B,"10,000",90,+0.91%,100,257,"1,889",189,0.01,-20.00,N/A
1403,ACE 아시아TOP50S&P,"12,515",65,+0.52%,0,"2,288","1,500",188,0.00,N/A,N/A
1404,KB 레버리지 KOSDAQ 150 선물 ETN,"37,520","1,340",+3.70%,0,"3,275",500,188,0.00,N/A,N/A
1405,미래에셋 2X 미국채울트라30년 선물 ETN,"9,375",115,+1.24%,0,741,"2,000",188,0.00,N/A,N/A
1406,코리아써우,"6,310",110,+1.77%,500,"4,188","2,965",187,1.06,4.99,N/A
1407,TIGER KRX게임K-뉴딜,"5,420",185,+3.53%,0,"133,429","3,450",187,0.56,N/A,N/A
1408,TIGER 차이나반도체FACTSET,"6,210",15,+0.24%,0,"5,863","3,000",186,0.54,N/A,N/A
1409,KODEX 코스피100,"26,510",255,+0.97%,0,900,700,186,0.01,N/A,N/A
1410,TIGER 농산물선물Enhanced(H),"7,130",175,-2.40%,0,"28,065","2,600",185,0.00,N/A,N/A
1411,대한제당우,"2,850",0,0.00%,500,"189,356","6,483",185,2.35,6.69,N/A
1412,하나 S&P 인버스 2X WTI원유 선물 ETN,"18,340",765,-4.00%,0,"1,884","1,000",183,0.00,N/A,N/A
1413,KB S&P 인버스 2X WTI원유 선물 ETN,"18,335",785,-4.11%,0,"23,692","1,000",183,0.00,N/A,N/A
1414,QV 블룸버그 -2X WTI원유선물 ETN,"18,330",805,-4.21%,0,821,"1,000",183,0.00,N/A,N/A
1415,신한 블룸버그 인버스 2X WTI원유 선물 ETN,"18,330",765,-4.01%,0,"75,316","1,000",183,0.00,N/A,N/A
1416,KBSTAR 미국S&P500(H),"11,395",90,+0.80%,0,"37,382","1,600",182,0.17,N/A,N/A
1417,하이트진로2우B,"16,100",0,0.00%,"5,000","1,678","1,130",182,2.67,15.96,N/A
1418,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),"17,825",555,-3.02%,0,"3,310","1,000",178,0.00,N/A,N/A
1419,미래에셋 코스피200 선물 ETN,"8,890",100,+1.14%,0,"27,082","2,000",178,0.00,N/A,N/A
1420,ACE 러시아MSCI(합성),"9,590",0,0.00%,0,0,"1,850",177,0.15,N/A,N/A
1421,미래에셋 천연가스 선물 ETN(H),"2,945",80,-2.64%,0,"30,674","6,000",177,0.00,N/A,N/A
1422,신한 인버스 코스닥 150 선물 ETN,"8,825",160,-1.78%,0,52,"2,000",176,0.00,N/A,N/A
1423,메리츠 미국 인플레이션 국채 ETN(H),"8,825",0,0.00%,0,0,"2,000",176,0.00,N/A,N/A
1424,미래에셋 인버스 코스닥150 선물 ETN,"8,820",165,-1.84%,0,"14,855","2,000",176,0.00,N/A,N/A
1425,KB CSI 300 ETN,"8,790",20,+0.23%,0,"70,139","2,000",176,0.00,N/A,N/A
1426,메리츠 인버스 2X 금 선물 ETN(H),"17,570",345,-1.93%,0,292,"1,000",176,0.00,N/A,N/A
1427,QV 인버스 미국 IT TOP5 ETN(H),"8,770",165,-1.85%,0,126,"2,000",175,0.00,N/A,N/A
1428,KB CSI 500 ETN,"8,765",10,-0.11%,0,1,"2,000",175,0.00,N/A,N/A
1429,QV 인버스 레버리지 금 선물 ETN(H),"17,525",0,0.00%,0,0,"1,000",175,0.00,N/A,N/A
1430,TRUE 레버리지 플래티넘 선물 ETN,"17,490",720,+4.29%,0,"4,825","1,000",175,0.00,N/A,N/A
1431,신한 코스피 200 ETN,"8,740",125,+1.45%,0,4,"2,000",175,0.00,N/A,N/A
1432,KB 레버리지 항셍테크 선물 ETN(H) B,"17,370","1,110",+6.83%,0,880,"1,000",174,0.00,N/A,N/A
1433,에셋플러스 코리아플랫폼액티브,"7,145",70,+0.99%,0,"1,724","2,400",171,0.96,N/A,N/A
1434,SOL 국고채3년,"102,905",405,+0.40%,0,73,166,171,0.00,N/A,N/A
1435,TRUE 레버리지 은 선물 ETN,"17,080","1,175",+7.39%,0,"20,504","1,000",171,0.00,N/A,N/A
1436,미래에셋 레버리지 은 선물 ETN,"16,910","1,105",+6.99%,0,285,"1,000",169,0.00,N/A,N/A
1437,마이티 다이나믹퀀트액티브,"11,710",95,+0.82%,0,11,"1,440",169,0.00,N/A,N/A
1438,QV 블룸버그 2X 천연가스 선물 ETN(H),"1,295",70,-5.13%,0,"247,333","13,000",168,0.00,N/A,N/A
1439,TRUE 인버스 2X 유로스탁스50 ETN(H) B,"16,780",475,-2.75%,0,906,"1,000",168,0.00,N/A,N/A
1440,SOL 미국TOP5채권혼합40 Solactive,"11,170",15,-0.13%,0,"28,542","1,500",168,0.01,N/A,N/A
1441,신한 레버리지 구리 선물 ETN,"16,750",360,+2.20%,0,"544,400","1,000",168,0.00,N/A,N/A
1442,에이리츠,"3,745",15,+0.40%,"5,000","1,342","4,463",167,0.24,-12.24,-3.96
1443,KODEX 200롱코스닥150숏선물,"8,785",80,-0.90%,0,"58,562","1,900",167,0.66,N/A,N/A
1444,FOCUS KRX300,"16,435",215,+1.33%,0,4,"1,000",164,0.00,N/A,N/A
1445,TRUE 인버스 2X 은 선물 ETN,"16,350","1,945",-10.63%,0,"1,087","1,000",164,0.00,N/A,N/A
1446,메리츠 인버스 2X 국채30년 ETN,"16,315",545,-3.23%,0,15,"1,000",163,0.00,N/A,N/A
1447,삼양홀딩스우,"53,400",0,0.00%,"5,000",43,304,162,1.36,9.75,N/A
1448,미래에셋 인버스 2X 은 선물 ETN,"16,220","1,910",-10.54%,0,188,"1,000",162,0.00,N/A,N/A
1449,KODEX TDF2050액티브,"11,180",55,+0.49%,0,"16,450","1,450",162,0.00,N/A,N/A
1450,NPC우,"3,060",5,+0.16%,500,"6,365","5,280",162,2.23,3.36,N/A
1451,QV 인버스 레버리지 은 선물 ETN(H),"16,105",0,0.00%,0,0,"1,000",161,0.00,N/A,N/A
1452,TRUE 인버스 2X 플래티넘 선물 ETN,"16,065","1,250",-7.22%,0,"3,684","1,000",161,0.00,N/A,N/A
1453,KBSTAR 200선물인버스,"5,730",35,-0.61%,0,"2,278","2,800",160,0.00,N/A,N/A
1454,KODEX 다우존스미국리츠(H),"11,880",35,+0.30%,0,"1,014","1,350",160,0.00,N/A,N/A
1455,한화우,"33,400",300,+0.91%,"5,000",617,479,160,0.14,1.97,N/A
1456,한화갤러리아우,"5,510",10,+0.18%,500,"8,848","2,904",160,2.22,N/A,N/A
1457,대신 철광석 선물 ETN(H) B,"15,995",195,+1.23%,0,392,"1,000",160,0.00,N/A,N/A
1458,대신 밀 선물 ETN(H),"7,955",440,-5.24%,0,"21,730","2,000",159,0.00,N/A,N/A
1459,KODEX 일본TOPIX100,"17,615",30,+0.17%,0,"1,744,703",900,159,0.00,N/A,N/A
1460,KBSTAR 5대그룹주,"6,600",80,+1.23%,0,434,"2,400",158,0.10,N/A,N/A
1461,KODEX 배당성장,"12,650",80,+0.64%,0,583,"1,250",158,0.32,N/A,N/A
1462,KODEX 에너지화학,"18,810",350,+1.90%,0,"9,111",840,158,0.79,N/A,N/A
1463,QV 인버스 레버리지 WTI원유 선물 ETN(H),105,5,-4.55%,0,"3,187,765","150,000",158,0.00,N/A,N/A
1464,TIGER MSCI KOREA ESG리더스,"8,870",95,+1.08%,0,94,"1,770",157,0.00,N/A,N/A
1465,KBSTAR 글로벌메타버스Moorgate,"9,220",20,+0.22%,0,622,"1,700",157,1.00,N/A,N/A
1466,ACE 2차전지&친환경차액티브,"12,010",120,+1.01%,0,"92,630","1,300",156,0.00,N/A,N/A
1467,메리츠 레버리지 은 선물 ETN(H),"15,555","1,295",+9.08%,0,622,"1,000",156,0.00,N/A,N/A
1468,삼성 인버스 2X 항셍테크 ETN(H),"7,770",530,-6.39%,0,"40,061","2,000",155,0.00,N/A,N/A
1469,미래에셋 인버스 2X 옥수수 선물 ETN,"15,530","1,130",+7.85%,0,"28,494","1,000",155,0.00,N/A,N/A
1470,TRUE FTSE100 ETN,"15,530",105,+0.68%,0,1,"1,000",155,0.00,N/A,N/A
1471,일정실업,"12,900",0,0.00%,"5,000",0,"1,200",155,0.00,-1.92,-98.15
1472,KODEX 운송,"4,810",20,+0.42%,0,"8,797","3,200",154,0.11,N/A,N/A
1473,TIGER 200 철강소재,"8,735",130,+1.51%,0,"4,970","1,760",154,0.00,N/A,N/A
1474,QV 레버리지 은 선물 ETN(H),"15,370","1,105",+7.75%,0,33,"1,000",154,0.00,N/A,N/A
1475,KBSTAR 삼성그룹Top3채권혼합블룸버그,"10,235",95,+0.94%,0,"16,531","1,500",154,0.00,N/A,N/A
1476,코오롱우,"14,220",20,+0.14%,"5,000",405,"1,076",153,5.82,1.74,N/A
1477,TIGER 원유선물인버스(H),"3,270",45,-1.36%,0,"230,529","4,650",152,0.00,N/A,N/A
1478,미래에셋 인버스 미디어엔터 Core5 ETN,"15,090",295,-1.92%,0,4,"1,000",151,0.00,N/A,N/A
1479,TRUE 레버리지 구리 선물 ETN,"15,090",280,+1.89%,0,302,"1,000",151,0.00,N/A,N/A
1480,신한 인버스 WTI원유 선물 ETN(H),"3,000",50,-1.64%,0,"12,597","5,000",150,0.00,N/A,N/A
1481,메리츠 미국레버리지 인플레이션국채ETN(H),"7,495",190,+2.60%,0,3,"2,000",150,0.00,N/A,N/A
1482,TIGER 200커버드콜ATM,"8,715",90,+1.04%,0,"64,884","1,700",148,0.25,N/A,N/A
1483,메리츠 인버스 2X 은 선물 ETN(H),"14,800","1,390",-8.59%,0,868,"1,000",148,0.00,N/A,N/A
1484,HANARO Fn K-게임,"4,485",105,+2.40%,0,"11,762","3,300",148,0.00,N/A,N/A
1485,TIGER 단기선진하이일드(합성 H),"12,295",5,+0.04%,0,41,"1,200",148,0.00,N/A,N/A
1486,LX홀딩스1우,"10,000",10,+0.10%,"1,000","3,179","1,465",147,2.48,16.78,N/A
1487,KODEX 200exTOP,"11,265",170,+1.53%,0,"57,607","1,300",146,0.00,N/A,N/A
1488,KODEX 보험,"7,315",115,-1.55%,0,"8,439","2,000",146,0.05,N/A,N/A
1489,신한 인버스 2X 구리 선물 ETN,"2,925",135,-4.41%,0,"24,210","5,000",146,0.00,N/A,N/A
1490,미래에셋 S&P 유럽탄소배출권 선물 ETN,"14,585",75,-0.51%,0,1,"1,000",146,0.00,N/A,N/A
1491,TIMEFOLIO 이노베이션액티브,"9,105",150,+1.68%,0,"14,037","1,600",146,0.00,N/A,N/A
1492,TIGER AI코리아그로스액티브,"12,080",75,+0.62%,0,854,"1,200",145,0.00,N/A,N/A
1493,KOSEF 코스닥150,"6,885",115,+1.70%,0,713,"2,100",145,0.00,N/A,N/A
1494,TIGER 차이나CSI300인버스(합성),"8,725",15,+0.17%,0,"5,577","1,650",144,0.22,N/A,N/A
1495,ACE 일본TOPIX레버리지(H),"28,675",560,+1.99%,0,"1,862",500,143,0.00,N/A,N/A
1496,신한 인버스 옥수수 선물 ETN(H),"7,130",310,+4.55%,0,"5,083","2,000",143,0.00,N/A,N/A
1497,코오롱글로벌우,"19,230",90,-0.47%,"5,000","2,906",741,142,0.18,3.68,N/A
1498,KBSTAR 채권혼합,"59,275",120,+0.20%,0,26,240,142,0.00,N/A,N/A
1499,ACE 미국다우존스리츠(합성 H),"78,975",495,+0.63%,0,61,180,142,0.00,N/A,N/A
1500,하나 인버스 2X 옥수수 선물 ETN(H),"14,205","1,095",+8.35%,0,"1,346","1,000",142,0.00,N/A,N/A
1501,메리츠 인버스 2X 미국채10년 ETN(H),"14,190",255,-1.77%,0,700,"1,000",142,0.00,N/A,N/A
1502,ARIRANG 코스피50,"23,600",175,+0.75%,0,"40,322",600,142,0.09,N/A,N/A
1503,FOCUS AI코리아액티브,"11,745",95,+0.82%,0,978,"1,200",141,0.00,N/A,N/A
1504,삼성 레버리지 구리 선물 ETN(H),"14,080",480,+3.53%,0,"2,881","1,000",141,0.00,N/A,N/A
1505,TIGER K게임,"8,265",245,+3.05%,0,"47,076","1,700",140,0.24,N/A,N/A
1506,TRUE S&P 유럽탄소배출권 선물 ETN(H),"14,045",0,0.00%,0,0,"1,000",140,0.00,N/A,N/A
1507,메리츠 레버리지 구리 선물 ETN(H),"13,955",385,+2.84%,0,1,"1,000",140,0.00,N/A,N/A
1508,FOCUS ESG리더스,"9,965",85,+0.86%,0,18,"1,400",140,0.00,N/A,N/A
1509,메리츠 인버스 2X 대표 농산물 선물 ETN(H),"13,950",975,+7.51%,0,"1,950","1,000",140,0.00,N/A,N/A
1510,KBSTAR V&S셀렉트밸류채권혼합,"11,610",55,+0.48%,0,462,"1,200",139,0.00,N/A,N/A
1511,삼성 인버스 2X 구리 선물 ETN(H),"2,785",90,-3.13%,0,"49,702","5,000",139,0.00,N/A,N/A
1512,KB 레버리지 KOSPI 200 선물 ETN,"27,830",585,+2.15%,0,774,500,139,0.00,N/A,N/A
1513,메리츠 S&P 유럽탄소배출권 선물 ETN(H),"13,895",160,-1.14%,0,28,"1,000",139,0.00,N/A,N/A
1514,KODEX 3대농산물선물(H),"11,290",475,-4.04%,0,"49,200","1,230",139,0.68,N/A,N/A
1515,한진칼우,"25,850",150,-0.58%,"2,500",532,537,139,1.16,2.74,N/A
1516,KODEX 미국S&P500산업재(합성),"24,125",360,-1.47%,0,"6,648",574,138,0.00,N/A,N/A
1517,QV 레버리지 구리 선물 ETN(H),"13,840",350,+2.59%,0,30,"1,000",138,0.00,N/A,N/A
1518,삼성 인버스 2X 코스피200 선물 ETN,"13,795",265,-1.88%,0,"3,431","1,000",138,0.00,N/A,N/A
1519,신한 인버스 2X 코스피 200 선물 ETN,"13,760",420,-2.96%,0,15,"1,000",138,0.00,N/A,N/A
1520,TIGER 배당성장,"15,805",45,+0.29%,0,701,870,138,0.00,N/A,N/A
1521,KODEX KRX300레버리지,"13,745",195,+1.44%,0,"3,278","1,000",137,0.00,N/A,N/A
1522,ACE 글로벌메타버스테크액티브,"8,570",5,+0.06%,0,480,"1,600",137,0.00,N/A,N/A
1523,TIGER 유로스탁스배당30,"11,410",50,+0.44%,0,779,"1,200",137,0.00,N/A,N/A
1524,ARIRANG 선진국MSCI(합성 H),"11,215",220,+2.00%,0,"12,903","1,220",137,0.00,N/A,N/A
1525,KODEX 200가치저변동,"9,770",5,-0.05%,0,"100,263","1,400",137,0.00,N/A,N/A
